,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,city_Astapor,city_King's Landing,city_Winterfell,phone_Android,phone_Unknown,phone_iPhone,active
9963,5.0,2014-01-18,4.0,1.15,2014-01-26,20.0,0,60.0,4.53,4.4,0,0,1,0,0,1,0
9964,15.0,2014-01-07,4.8,1.06,2014-04-18,14.7,1,55.9,1.9500000000000002,4.7,1,0,0,0,0,1,0
9965,1.0,2014-01-25,5.0,1.0,2014-04-27,0.0,0,0.0,1.8399999999999999,5.0,0,1,0,1,0,0,0
9966,1.0,2014-01-18,5.0,1.0,2014-01-19,0.0,0,0.0,2.88,5.0,1,0,0,1,0,0,0
9967,1.0,2014-01-29,4.8,1.05,2014-06-26,10.0,1,40.0,3.8200000000000003,5.0,0,1,0,0,0,1,1
9968,7.0,2014-01-04,4.4,1.03,2014-06-24,6.1,0,59.2,6.54,4.7,0,0,1,0,0,1,1
9969,3.0,2014-01-20,4.8,1.01,2014-06-11,5.0,1,70.0,10.38,5.0,0,1,0,1,0,0,1
9970,6.0,2014-01-14,4.9,1.08,2014-06-15,8.3,0,16.7,6.27,4.8,0,1,0,0,0,1,1
9971,6.0,2014-01-18,5.0,1.0,2014-06-29,0.0,0,47.3,5.99,4.8,1,0,0,0,0,1,1
9972,1.0,2014-01-24,5.0,1.0,2014-01-25,0.0,0,100.0,0.98,5.0,0,0,1,1,0,0,0
9973,0.0,2014-01-25,5.0,1.0,2014-03-30,0.0,1,0.0,3.3,4.778158195947439,0,0,1,0,0,1,0
9974,4.0,2014-01-29,4.3,1.06,2014-02-17,25.0,0,50.0,1.09,5.0,0,0,1,0,0,1,0
9975,2.0,2014-01-14,4.4,1.0,2014-05-18,0.0,0,60.0,12.49,4.8,0,1,0,1,0,0,0
9976,1.0,2014-01-31,4.0,1.0,2014-02-01,0.0,0,100.0,9.85,5.0,1,0,0,0,0,1,0
9977,2.0,2014-01-25,4.4,1.0,2014-05-16,0.0,0,60.0,2.39,3.6,1,0,0,1,0,0,0
9978,1.0,2014-01-12,4.0,1.0,2014-05-25,0.0,1,40.0,2.61,5.0,0,0,1,0,0,1,0
9979,0.0,2014-01-17,4.6015592912744685,1.0,2014-06-06,0.0,1,100.0,3.45,5.0,0,1,0,0,0,1,1
9980,1.0,2014-01-25,4.0,1.5,2014-06-15,50.0,1,0.0,4.51,5.0,0,1,0,1,0,0,1
9981,1.0,2014-01-11,5.0,1.0,2014-01-23,0.0,0,100.0,2.06,5.0,0,0,1,0,0,1,0
9982,0.0,2014-01-26,5.0,1.0,2014-03-09,0.0,0,0.0,1.71,5.0,1,0,0,1,0,0,0
9983,0.0,2014-01-22,5.0,1.0,2014-03-24,0.0,1,50.0,2.04,5.0,1,0,0,0,0,1,0
9984,2.0,2014-01-04,5.0,1.0,2014-01-10,0.0,0,100.0,1.19,4.5,1,0,0,0,0,1,0
9985,17.0,2014-01-08,4.9,1.01,2014-02-07,5.9,1,100.0,4.57,4.9,0,0,1,0,0,1,0
9986,1.0,2014-01-10,1.0,1.0,2014-02-28,0.0,1,75.0,1.6,4.8,0,0,1,1,0,0,0
9987,0.0,2014-01-28,4.0,1.0,2014-06-14,0.0,1,76.9,10.18,5.0,0,1,0,0,0,1,1
9988,2.0,2014-01-10,5.0,1.0,2014-06-14,0.0,1,33.3,2.94,5.0,0,0,1,0,0,1,1
9989,0.0,2014-01-25,5.0,1.0,2014-04-21,0.0,1,0.0,0.85,5.0,0,1,0,1,0,0,0
9990,0.0,2014-01-03,4.6015592912744685,1.08,2014-06-06,33.3,1,33.3,9.36,5.0,0,0,1,0,0,1,1
9991,1.0,2014-01-28,5.0,1.0,2014-01-29,0.0,1,100.0,2.51,5.0,0,0,1,1,0,0,0
9992,10.0,2014-01-16,4.8,1.03,2014-06-20,4.3,0,87.0,2.99,4.8,0,0,1,0,0,1,1
9993,1.0,2014-01-28,5.0,1.04,2014-06-30,7.1,0,78.6,7.65,4.8,0,1,0,0,0,1,1
9994,24.0,2014-01-30,4.9,1.29,2014-06-14,30.0,1,93.8,1.4,4.7,1,0,0,0,0,1,1
9995,0.0,2014-01-09,4.6015592912744685,1.0,2014-02-26,0.0,0,100.0,15.33,5.0,0,0,1,1,0,0,0
9996,0.0,2014-01-29,4.5,1.0,2014-03-21,0.0,1,100.0,1.63,4.0,0,1,0,0,0,1,0
9997,0.0,2014-01-11,4.0,1.0,2014-04-22,0.0,0,100.0,4.02,5.0,0,0,1,1,0,0,0
9998,1.0,2014-01-19,4.0,1.0,2014-01-20,0.0,0,0.0,2.59,5.0,0,0,1,0,0,1,0
9999,1.0,2014-01-23,5.0,1.0,2014-07-01,0.0,0,100.0,1.15,5.0,0,1,0,0,0,1,1
10000,0.0,2014-01-30,4.5,1.0,2014-04-03,0.0,0,100.0,1.77,4.5,0,0,1,0,0,1,0
10001,0.0,2014-01-23,5.0,1.0,2014-05-22,0.0,0,100.0,11.96,5.0,0,0,1,1,0,0,0
10002,0.0,2014-01-20,5.0,1.38,2014-06-29,50.0,0,0.0,2.16,5.0,0,1,0,0,0,1,1
10003,0.0,2014-01-10,4.0,1.0,2014-04-06,0.0,1,0.0,18.88,5.0,0,0,1,1,0,0,0
10004,0.0,2014-01-31,5.0,1.08,2014-04-07,14.3,0,60.7,4.71,4.7,1,0,0,0,0,1,0
10005,0.0,2014-01-26,4.6015592912744685,1.0,2014-06-14,0.0,1,0.0,14.03,5.0,0,0,1,0,0,1,1
10006,0.0,2014-01-09,4.6015592912744685,1.0,2014-02-16,0.0,1,0.0,2.87,5.0,0,0,1,1,0,0,0
10007,0.0,2014-01-05,5.0,1.0,2014-05-11,0.0,1,0.0,4.61,5.0,1,0,0,1,0,0,0
10008,0.0,2014-01-05,4.0,1.0,2014-07-01,0.0,0,100.0,12.26,5.0,0,0,1,0,1,0,1
10009,2.0,2014-01-31,4.6015592912744685,1.0,2014-02-26,0.0,0,100.0,9.59,5.0,0,0,1,0,0,1,0
10010,1.0,2014-01-08,5.0,1.0,2014-01-15,0.0,0,100.0,18.82,5.0,0,0,1,0,0,1,0
10011,1.0,2014-01-04,4.0,1.0,2014-01-04,0.0,0,0.0,7.57,5.0,1,0,0,0,0,1,0
10012,3.0,2014-01-17,4.3,1.5,2014-06-04,25.0,0,100.0,1.62,5.0,0,0,1,0,0,1,1
10013,2.0,2014-01-26,5.0,1.0,2014-01-27,0.0,1,0.0,1.9,5.0,0,1,0,1,0,0,0
10014,1.0,2014-01-16,4.6015592912744685,1.0,2014-03-07,0.0,0,100.0,1.98,4.5,0,0,1,0,0,1,0
10015,1.0,2014-01-24,5.0,1.06,2014-04-20,25.0,1,50.0,4.33,3.8,1,0,0,1,0,0,0
10016,0.0,2014-01-19,5.0,1.0,2014-06-05,0.0,1,75.0,10.27,5.0,0,1,0,0,0,1,1
10017,0.0,2014-01-07,5.0,1.0,2014-03-07,0.0,0,100.0,4.42,5.0,0,0,1,0,0,1,0
10018,0.0,2014-01-06,5.0,1.0,2014-05-30,0.0,1,100.0,3.13,5.0,0,1,0,0,0,1,0
10019,1.0,2014-01-24,4.0,1.0,2014-06-20,0.0,1,56.3,2.91,4.6,0,0,1,0,0,1,1
10020,2.0,2014-01-09,5.0,1.0,2014-01-24,0.0,0,100.0,5.95,3.0,0,0,1,0,0,1,0
10021,0.0,2014-01-22,5.0,1.0,2014-04-27,0.0,0,0.0,2.51,5.0,1,0,0,0,0,1,0
10022,1.0,2014-01-24,5.0,1.0,2014-01-31,0.0,1,100.0,3.71,5.0,1,0,0,1,0,0,0
10023,27.0,2014-01-21,4.9,1.01,2014-06-22,1.1,0,83.9,1.85,4.6,0,0,1,1,0,0,1
10024,0.0,2014-01-19,4.7,1.0,2014-05-22,0.0,0,100.0,1.38,5.0,0,0,1,0,0,1,0
10025,7.0,2014-01-04,4.9,1.11,2014-06-10,9.5,0,57.1,2.58,4.8,0,0,1,0,0,1,1
10026,0.0,2014-01-28,5.0,1.0,2014-04-20,0.0,0,54.5,2.51,4.9,1,0,0,0,0,1,0
10027,0.0,2014-01-02,5.0,1.0,2014-03-30,0.0,0,0.0,3.8,5.0,0,0,1,1,0,0,0
10028,3.0,2014-01-20,5.0,1.0,2014-03-18,0.0,0,100.0,1.1400000000000001,3.8,0,0,1,1,0,0,0
10029,0.0,2014-01-09,4.6015592912744685,1.0,2014-06-25,0.0,1,100.0,1.8399999999999999,4.0,0,0,1,1,0,0,1
10030,0.0,2014-01-01,4.6015592912744685,1.0,2014-04-01,0.0,1,100.0,18.35,5.0,0,0,1,1,0,0,0
10031,1.0,2014-01-05,5.0,1.0,2014-06-29,0.0,0,0.0,2.36,5.0,0,1,0,1,0,0,1
10032,6.0,2014-01-31,5.0,1.0,2014-06-29,0.0,0,60.0,2.56,5.0,0,1,0,0,0,1,1
10033,2.0,2014-01-11,5.0,1.09,2014-06-28,9.1,1,54.5,16.19,5.0,0,1,0,0,0,1,1
10034,0.0,2014-01-18,4.6015592912744685,1.0,2014-05-14,0.0,0,100.0,6.27,5.0,1,0,0,0,0,1,0
10035,0.0,2014-01-16,3.1,1.0,2014-06-30,0.0,0,85.7,1.3900000000000001,4.7,0,0,1,1,0,0,1
10036,0.0,2014-01-16,3.0,1.0,2014-06-28,0.0,0,40.0,6.23,5.0,1,0,0,0,0,1,1
10037,3.0,2014-01-23,4.6,1.0,2014-06-25,0.0,0,72.2,1.99,4.8,0,0,1,0,0,1,1
10038,1.0,2014-01-31,4.6015592912744685,1.0,2014-02-01,0.0,0,100.0,2.75,5.0,1,0,0,0,0,1,0
10039,1.0,2014-01-18,5.0,1.09,2014-05-27,12.5,0,62.5,4.16,4.8,1,0,0,0,0,1,0
10040,3.0,2014-01-07,5.0,1.0,2014-05-11,0.0,0,33.3,1.71,4.6,0,0,1,0,0,1,0
10041,1.0,2014-01-28,4.0,1.05,2014-06-26,5.3,1,78.9,1.51,4.8,0,0,1,0,0,1,1
10042,0.0,2014-01-24,5.0,1.0,2014-06-10,0.0,0,100.0,0.51,5.0,0,1,0,1,0,0,1
10043,1.0,2014-01-24,4.6015592912744685,1.0,2014-05-29,0.0,1,100.0,3.59,5.0,1,0,0,1,0,0,0
10044,6.0,2014-01-06,4.6,1.04,2014-01-17,16.7,0,100.0,4.54,5.0,0,0,1,0,0,1,0
10045,0.0,2014-01-22,4.6015592912744685,1.0,2014-05-14,0.0,0,100.0,3.7800000000000002,5.0,1,0,0,1,0,0,0
10046,0.0,2014-01-04,4.6015592912744685,1.0,2014-04-04,0.0,0,100.0,3.36,5.0,0,0,1,0,0,1,0
10047,3.0,2014-01-16,4.7,1.0,2014-05-12,0.0,1,85.7,3.68,5.0,1,0,0,1,0,0,0
10048,0.0,2014-01-23,4.6015592912744685,1.0,2014-04-17,0.0,0,100.0,13.86,5.0,0,0,1,0,0,1,0
10049,3.0,2014-01-28,4.5,1.0,2014-06-16,0.0,1,52.9,6.28,4.8,0,0,1,0,0,1,1
10050,1.0,2014-01-21,5.0,1.6400000000000001,2014-05-25,28.6,0,57.1,3.59,4.9,0,0,1,1,0,0,0
10051,7.0,2014-01-17,4.5,1.02,2014-06-27,3.2,1,67.7,3.4,4.9,0,0,1,0,0,1,1
10052,0.0,2014-01-11,4.4,1.11,2014-06-18,20.0,1,60.0,7.26,4.8,1,0,0,0,0,1,1
10053,0.0,2014-01-21,4.6015592912744685,1.0,2014-06-24,0.0,0,100.0,6.8,4.7,0,0,1,0,0,1,1
10054,2.0,2014-01-29,5.0,1.0,2014-01-30,0.0,0,100.0,0.66,5.0,0,0,1,0,0,1,0
10055,7.0,2014-01-17,4.9,1.07,2014-06-29,8.3,0,62.5,4.32,4.8,0,0,1,0,0,1,1
10056,0.0,2014-01-18,3.0,1.0,2014-06-29,0.0,1,0.0,1.25,5.0,0,0,1,0,0,1,1
10057,2.0,2014-01-27,4.0,1.0,2014-05-04,0.0,0,63.6,3.7199999999999998,4.7,1,0,0,1,0,0,0
10058,0.0,2014-01-12,4.6015592912744685,1.0,2014-05-04,0.0,0,0.0,2.31,5.0,1,0,0,0,0,1,0
10059,0.0,2014-01-16,4.6015592912744685,1.0,2014-06-16,0.0,1,0.0,1.3900000000000001,4.0,0,1,0,0,0,1,1
10060,1.0,2014-01-28,5.0,1.0,2014-06-29,0.0,1,42.1,2.95,4.8,1,0,0,0,0,1,1
10061,0.0,2014-01-21,4.0,1.0,2014-06-12,0.0,0,100.0,1.5,5.0,1,0,0,1,0,0,1
10062,4.0,2014-01-12,5.0,1.19,2014-01-18,25.0,1,50.0,1.9300000000000002,5.0,1,0,0,1,0,0,0
10063,1.0,2014-01-18,4.0,1.0,2014-01-19,0.0,0,0.0,2.03,5.0,1,0,0,0,0,1,0
10064,2.0,2014-01-29,4.0,1.0,2014-06-14,0.0,0,33.3,22.24,4.7,0,0,1,1,0,0,1
10065,1.0,2014-01-30,4.6015592912744685,1.0,2014-01-30,0.0,1,100.0,7.29,5.0,0,1,0,0,0,1,0
10066,0.0,2014-01-23,4.6015592912744685,1.0,2014-03-05,0.0,1,100.0,14.48,5.0,0,0,1,0,0,1,0
10067,1.0,2014-01-17,5.0,1.0,2014-05-12,0.0,0,0.0,9.09,4.5,0,0,1,1,0,0,0
10068,0.0,2014-01-23,4.0,1.0,2014-03-05,0.0,0,100.0,2.24,4.5,0,0,1,1,0,0,0
10069,4.0,2014-01-12,4.3,1.3599999999999999,2014-04-06,44.4,1,44.4,2.9,4.7,0,0,1,0,0,1,0
10070,1.0,2014-01-20,5.0,1.0,2014-01-21,0.0,0,100.0,21.17,5.0,0,0,1,0,0,1,0
10071,1.0,2014-01-23,5.0,1.75,2014-04-19,50.0,0,50.0,3.2800000000000002,4.5,1,0,0,0,0,1,0
10072,0.0,2014-01-24,3.0,1.0,2014-05-16,0.0,0,100.0,15.76,5.0,0,0,1,0,0,1,0
10073,1.0,2014-01-07,5.0,1.16,2014-06-21,12.5,1,37.5,9.18,4.3,0,0,1,0,0,1,1
10074,1.0,2014-01-11,4.6015592912744685,1.0,2014-04-05,0.0,0,25.0,8.11,4.5,0,0,1,0,0,1,0
10075,1.0,2014-01-27,4.6015592912744685,1.0,2014-05-31,0.0,0,50.0,4.55,5.0,0,0,1,0,0,1,0
10076,4.0,2014-01-31,3.5,1.0,2014-06-20,0.0,0,50.0,1.65,4.7,0,0,1,0,0,1,1
10077,0.0,2014-01-27,5.0,1.0,2014-04-20,0.0,0,0.0,2.32,5.0,0,0,1,0,0,1,0
10078,0.0,2014-01-10,5.0,1.0,2014-06-24,0.0,0,33.3,3.31,3.5,0,1,0,0,0,1,1
10079,2.0,2014-01-19,4.3,1.05,2014-06-21,10.0,1,40.0,6.03,5.0,0,0,1,0,0,1,1
10080,0.0,2014-01-08,4.4,1.0,2014-06-11,0.0,1,81.8,2.3,4.9,0,0,1,0,0,1,1
10081,0.0,2014-01-18,4.6015592912744685,1.0,2014-04-23,0.0,0,100.0,2.07,5.0,0,0,1,0,0,1,0
10082,0.0,2014-01-17,4.2,1.0,2014-04-06,0.0,0,60.0,1.94,4.6,1,0,0,0,0,1,0
10083,22.0,2014-01-24,5.0,1.05,2014-05-02,7.1,0,71.4,1.28,4.5,1,0,0,0,0,1,0
10084,1.0,2014-01-18,3.8,1.0,2014-06-15,0.0,1,41.7,4.09,5.0,0,0,1,0,0,1,1
10085,21.0,2014-01-10,5.0,1.11,2014-06-04,10.7,0,76.8,3.24,4.8,0,1,0,0,0,1,1
10086,1.0,2014-01-26,4.0,1.0,2014-05-11,0.0,0,20.0,28.59,5.0,0,0,1,0,0,1,0
10087,1.0,2014-01-30,5.0,1.0,2014-01-30,0.0,1,100.0,2.18,5.0,1,0,0,1,0,0,0
10088,1.0,2014-01-30,4.6015592912744685,1.0,2014-01-30,0.0,0,100.0,3.77,5.0,0,0,1,1,0,0,0
10089,1.0,2014-01-04,4.0,1.05,2014-06-28,20.0,0,40.0,3.69,4.8,1,0,0,0,0,1,1
10090,2.0,2014-01-21,5.0,1.0,2014-03-21,0.0,0,100.0,13.28,5.0,0,1,0,1,0,0,0
10091,3.0,2014-01-24,4.8,1.19,2014-04-12,25.0,0,50.0,1.71,5.0,1,0,0,0,0,1,0
10092,2.0,2014-01-15,5.0,1.0,2014-06-19,0.0,1,66.7,2.51,5.0,1,0,0,0,0,1,1
10093,5.0,2014-01-05,4.8,1.0,2014-06-01,0.0,0,53.8,2.8,4.6,0,0,1,1,0,0,1
10094,3.0,2014-01-31,4.6015592912744685,1.0,2014-03-05,0.0,0,100.0,8.12,4.8,0,0,1,1,0,0,0
10095,5.0,2014-01-07,4.6,1.0,2014-06-10,0.0,0,86.4,4.01,4.8,1,0,0,1,0,0,1
10096,7.0,2014-01-26,4.0,1.02,2014-04-28,6.3,0,56.3,9.0,4.6,0,0,1,1,0,0,0
10097,1.0,2014-01-11,4.6015592912744685,1.25,2014-03-31,50.0,0,50.0,3.03,4.0,1,0,0,0,0,1,0
10098,6.0,2014-01-12,5.0,1.01,2014-06-26,3.7,1,92.6,1.7000000000000002,4.7,0,0,1,0,0,1,1
10099,0.0,2014-01-12,5.0,1.0,2014-03-09,0.0,1,50.0,9.29,5.0,1,0,0,0,0,1,0
10100,0.0,2014-01-08,5.0,1.0,2014-06-22,0.0,1,0.0,1.51,4.0,0,0,1,0,0,1,1
10101,3.0,2014-01-17,3.3,1.0,2014-01-18,0.0,1,66.7,6.3,5.0,1,0,0,0,0,1,0
10102,1.0,2014-01-31,5.0,1.0,2014-02-07,0.0,0,100.0,7.05,5.0,1,0,0,0,0,1,0
10103,10.0,2014-01-17,5.0,1.1400000000000001,2014-06-29,26.7,1,36.7,4.86,4.9,0,0,1,0,0,1,1
10104,2.0,2014-01-28,3.6,1.16,2014-06-14,50.0,0,25.0,2.93,4.1,1,0,0,0,0,1,1
10105,0.0,2014-01-24,4.6,1.19,2014-06-18,30.8,1,84.6,3.66,4.6,0,1,0,0,0,1,1
10106,0.0,2014-01-16,5.0,1.7000000000000002,2014-04-03,60.0,0,100.0,4.26,5.0,1,0,0,1,0,0,0
10107,6.0,2014-01-05,4.2,1.3900000000000001,2014-02-09,42.9,0,0.0,4.03,4.2,0,0,1,0,0,1,0
10108,2.0,2014-01-11,4.3,1.0,2014-06-01,0.0,1,75.0,1.3599999999999999,5.0,0,0,1,0,0,1,1
10109,0.0,2014-01-26,5.0,1.0,2014-05-20,0.0,1,100.0,15.72,5.0,1,0,0,0,0,1,0
10110,0.0,2014-01-09,5.0,1.0,2014-04-12,0.0,0,100.0,1.58,5.0,1,0,0,1,0,0,0
10111,0.0,2014-01-25,4.3,1.0,2014-06-28,0.0,1,80.0,4.95,4.6,0,0,1,0,0,1,1
10112,0.0,2014-01-29,4.4,1.0,2014-06-06,0.0,1,100.0,18.86,5.0,0,0,1,0,0,1,1
10113,1.0,2014-01-25,4.6015592912744685,1.0,2014-01-26,0.0,0,0.0,4.65,5.0,0,0,1,1,0,0,0
10114,1.0,2014-01-18,5.0,1.0,2014-01-19,0.0,1,0.0,2.06,5.0,0,1,0,0,0,1,0
10115,1.0,2014-01-26,4.5,1.25,2014-04-27,50.0,0,50.0,2.38,4.5,1,0,0,0,0,1,0
10116,2.0,2014-01-09,4.0,1.25,2014-03-05,33.3,1,66.7,19.74,5.0,0,0,1,0,0,1,0
10117,0.0,2014-01-06,4.3,1.0,2014-04-24,0.0,0,33.3,0.97,5.0,0,0,1,0,0,1,0
10118,0.0,2014-01-11,5.0,1.0,2014-03-23,0.0,0,0.0,2.85,4.5,0,0,1,0,0,1,0
10119,7.0,2014-01-12,4.9,1.0,2014-06-28,0.0,0,100.0,9.87,4.9,0,1,0,0,0,1,1
10120,4.0,2014-01-30,4.7,1.15,2014-04-22,20.0,0,60.0,2.06,4.5,0,1,0,0,0,1,0
10121,1.0,2014-01-29,5.0,1.0,2014-01-29,0.0,1,100.0,6.65,5.0,0,0,1,1,0,0,0
10122,4.0,2014-01-10,5.0,1.02,2014-06-28,6.7,1,66.7,9.89,4.8,0,1,0,0,0,1,1
10123,1.0,2014-01-01,5.0,1.0,2014-01-02,0.0,1,100.0,18.64,5.0,0,0,1,0,0,1,0
10124,1.0,2014-01-18,5.0,1.0,2014-06-19,0.0,0,100.0,35.33,5.0,0,1,0,1,0,0,1
10125,4.0,2014-01-11,4.5,1.42,2014-02-16,50.0,0,66.7,12.21,4.7,0,1,0,0,0,1,0
10126,0.0,2014-01-10,5.0,1.0,2014-06-22,0.0,1,50.0,29.66,5.0,0,1,0,0,0,1,1
10127,0.0,2014-01-17,4.6015592912744685,1.0,2014-06-19,0.0,1,100.0,2.93,4.0,0,1,0,0,0,1,1
10128,3.0,2014-01-14,4.0,1.0,2014-01-26,0.0,0,33.3,2.46,4.0,0,0,1,0,0,1,0
10129,1.0,2014-01-18,5.0,1.0,2014-01-19,0.0,0,0.0,2.62,5.0,0,0,1,0,0,1,0
10130,2.0,2014-01-19,5.0,1.0,2014-03-10,0.0,0,100.0,4.87,5.0,0,1,0,0,0,1,0
10131,0.0,2014-01-08,5.0,1.0,2014-06-15,0.0,1,0.0,11.58,5.0,0,0,1,0,0,1,1
10132,0.0,2014-01-06,5.0,1.08,2014-06-22,33.3,0,0.0,3.36,5.0,0,1,0,1,0,0,1
10133,6.0,2014-01-03,4.8,1.04,2014-06-20,8.0,0,52.0,3.33,4.7,0,0,1,0,0,1,1
10134,6.0,2014-01-08,3.8,1.09,2014-02-20,37.5,0,37.5,2.08,4.8,1,0,0,0,0,1,0
10135,0.0,2014-01-15,3.0,1.0,2014-03-26,0.0,1,100.0,19.42,5.0,0,1,0,0,0,1,0
10136,1.0,2014-01-05,4.6015592912744685,1.0,2014-01-05,0.0,0,0.0,1.88,4.0,0,0,1,1,0,0,0
10137,1.0,2014-01-24,5.0,1.0,2014-01-25,0.0,0,0.0,4.08,5.0,1,0,0,0,0,1,0
10138,0.0,2014-01-20,4.6015592912744685,2.5,2014-04-13,100.0,0,0.0,1.06,5.0,0,1,0,1,0,0,0
10139,0.0,2014-01-25,5.0,1.0,2014-04-20,0.0,0,33.3,6.0,4.7,0,0,1,0,0,1,0
10140,1.0,2014-01-06,5.0,1.0,2014-01-07,0.0,0,100.0,1.96,5.0,0,0,1,1,0,0,0
10141,2.0,2014-01-05,5.0,1.0,2014-04-22,0.0,0,16.7,6.11,4.8,1,0,0,0,0,1,0
10142,1.0,2014-01-18,4.6015592912744685,1.0,2014-01-18,0.0,0,0.0,1.92,5.0,1,0,0,0,0,1,0
10143,0.0,2014-01-19,4.6015592912744685,1.0,2014-06-23,0.0,0,100.0,16.39,4.0,0,1,0,0,0,1,1
10144,5.0,2014-01-12,5.0,1.0,2014-02-18,0.0,0,83.3,1.67,4.8,0,1,0,0,0,1,0
10145,3.0,2014-01-25,4.5,1.0,2014-04-25,0.0,1,40.0,21.9,4.4,0,0,1,0,0,1,0
10146,6.0,2014-01-17,4.4,1.13,2014-06-29,21.7,1,39.1,4.91,4.8,0,0,1,0,0,1,1
10147,1.0,2014-01-30,5.0,1.0,2014-01-31,0.0,1,100.0,1.69,5.0,1,0,0,0,0,1,0
10148,1.0,2014-01-27,5.0,1.0,2014-06-17,0.0,1,71.4,9.08,4.3,1,0,0,0,0,1,1
10149,1.0,2014-01-22,5.0,1.0,2014-01-24,0.0,0,100.0,19.7,5.0,0,1,0,0,0,1,0
10150,1.0,2014-01-16,3.0,1.0,2014-05-01,0.0,0,100.0,15.28,3.5,0,0,1,0,0,1,0
10151,10.0,2014-01-23,5.0,1.0,2014-06-01,0.0,0,50.0,2.49,4.9,0,0,1,1,0,0,1
10152,1.0,2014-01-07,4.0,1.0,2014-04-21,0.0,0,100.0,2.94,4.3,0,0,1,0,0,1,0
10153,4.0,2014-01-14,4.3,1.1400000000000001,2014-06-10,27.3,1,59.1,4.11,4.8,1,0,0,0,0,1,1
10154,2.0,2014-01-18,5.0,1.0,2014-05-29,0.0,0,50.0,1.42,5.0,0,0,1,0,0,1,0
10155,2.0,2014-01-06,5.0,1.38,2014-01-07,50.0,0,100.0,13.48,5.0,0,0,1,0,0,1,0
10156,0.0,2014-01-31,5.0,1.27,2014-05-27,33.3,0,33.3,2.7,4.9,1,0,0,1,0,0,0
10157,0.0,2014-01-25,5.0,1.0,2014-04-22,0.0,0,100.0,5.37,5.0,1,0,0,1,0,0,0
10158,2.0,2014-01-18,4.5,1.63,2014-01-19,50.0,0,0.0,1.5899999999999999,5.0,1,0,0,1,0,0,0
10159,3.0,2014-01-29,4.5,1.0,2014-06-29,0.0,0,77.8,8.61,5.0,0,1,0,0,0,1,1
10160,3.0,2014-01-13,4.3,1.0,2014-02-10,0.0,0,0.0,1.06,5.0,1,0,0,1,0,0,0
10161,2.0,2014-01-15,5.0,1.0,2014-06-15,0.0,1,66.7,2.0,5.0,0,1,0,0,0,1,1
10162,1.0,2014-01-24,5.0,1.75,2014-03-30,50.0,0,0.0,2.5700000000000003,3.7,1,0,0,0,0,1,0
10163,0.0,2014-01-04,4.5,1.0,2014-06-27,0.0,0,38.5,4.18,4.8,0,0,1,1,0,0,1
10164,2.0,2014-01-21,4.5,1.0,2014-02-22,0.0,1,33.3,1.6,5.0,1,0,0,0,0,1,0
10165,2.0,2014-01-01,3.5,1.4,2014-06-07,40.0,0,40.0,4.7,5.0,0,0,1,0,0,1,1
10166,2.0,2014-01-18,3.0,1.0,2014-06-25,0.0,1,77.3,5.89,4.5,0,0,1,0,0,1,1
10167,4.0,2014-01-25,4.3,1.05,2014-06-26,3.6,1,57.1,3.47,4.7,1,0,0,0,0,1,1
10168,1.0,2014-01-31,5.0,1.0,2014-03-07,0.0,0,50.0,1.37,5.0,0,0,1,0,0,1,0
10169,1.0,2014-01-27,4.6015592912744685,1.0,2014-01-30,0.0,0,100.0,1.17,4.0,1,0,0,1,0,0,0
10170,2.0,2014-01-28,3.8,1.05,2014-04-16,20.0,0,100.0,3.11,5.0,1,0,0,0,0,1,0
10171,1.0,2014-01-20,4.0,1.0,2014-04-15,0.0,1,66.7,3.55,5.0,0,1,0,0,0,1,0
10172,3.0,2014-01-16,4.8,1.0,2014-05-16,0.0,1,100.0,6.08,5.0,1,0,0,0,0,1,0
10173,1.0,2014-01-01,4.0,1.0,2014-01-06,0.0,0,0.0,1.6800000000000002,5.0,0,0,1,0,0,1,0
10174,1.0,2014-01-24,5.0,1.0,2014-02-16,0.0,1,0.0,1.83,4.0,1,0,0,1,0,0,0
10175,0.0,2014-01-10,4.5,1.0,2014-04-25,0.0,0,100.0,4.5600000000000005,5.0,0,0,1,0,0,1,0
10176,2.0,2014-01-15,5.0,1.0,2014-01-21,0.0,0,100.0,13.89,5.0,1,0,0,0,0,1,0
10177,0.0,2014-01-01,5.0,1.0,2014-06-17,0.0,0,75.0,4.09,5.0,0,1,0,0,0,1,1
10178,0.0,2014-01-11,5.0,1.0,2014-02-17,0.0,1,0.0,3.7,3.5,0,1,0,1,0,0,0
10179,1.0,2014-01-16,3.0,1.0,2014-01-16,0.0,0,100.0,1.76,3.0,1,0,0,1,0,0,0
10180,0.0,2014-01-10,3.6,1.0,2014-06-22,0.0,1,80.0,1.01,4.0,1,0,0,1,0,0,1
10181,1.0,2014-01-01,5.0,1.0,2014-01-02,0.0,1,100.0,3.17,5.0,0,0,1,1,0,0,0
10182,1.0,2014-01-04,5.0,1.0,2014-06-01,0.0,1,0.0,5.9,5.0,1,0,0,1,0,0,1
10183,7.0,2014-01-22,4.7,1.0,2014-04-16,0.0,0,83.3,2.9,5.0,1,0,0,0,0,1,0
10184,0.0,2014-01-06,4.6015592912744685,1.25,2014-02-16,100.0,0,0.0,3.4,5.0,0,1,0,1,0,0,0
